x,y,z
1,13785,133.5
1,13784,133.6
1,13589,133.5
1,13685,133.6
1,13587,133.5
1,13587,133.3
1,13587,133.5
1,13392,133.5
1,13588,133.3
1,13585,133.2
1,13390,134.7
1,13778,134
1,13485,133.9
1,13777,134
1,13678,135.1
1,13774,135.5
1,13673,135.4
1,13674,135
1,13576,135.1
1,13771,135.8
1,13675,135.6
1,13577,137.9
1,13477,137.8
1,13477,137.6
1,13669,137.5
1,13571,137.1
1,13377,135.7
1,13666,134.7
1,13667,133.6
1,13665,133.4
1,13470,133.8
1,13662,135
1,13662,134.8
1,13565,134.7
1,13665,134.6
1,13563,134.2
1,13661,134
1,13657,134.1
1,13754,135.1
1,13559,134.8
1,13559,134.3
1,13366,132.9
1,13461,132.7
1,13559,132.6
1,13557,133.2
1,13462,132.4
1,13653,133.4
1,13650,132.8
1,13264,132.7
1,13553,133
1,13550,132.9
1,13651,132.5
1,13551,132.6
1,13743,134.2
1,13547,134.4
1,13644,134.3
1,13644,132.5
1,13450,132.4
1,13644,132.4
1,13545,132.2
1,13641,132.3
1,13448,132.2
1,13350,134.2
1,13448,134.2
1,13544,134.3
1,13446,134
1,13446,133.8
1,13542,134.2
1,13541,136.9
1,13831,136.4
1,13637,136.2
1,13542,136.9
1,13830,136.8
1,13636,136.8
1,13730,136.7
1,13633,136.4
1,13535,136.3
1,13727,135.6
1,13726,136.1
1,13629,136
1,13628,136.5
1,13723,136
1,18687,159.4
1,18494,159.6
1,18589,160.4
1,18204,160.6
1,18589,160.4
1,18394,159.9
1,18780,160
1,18298,160
1,18393,159.8
1,18395,159.7
1,18586,159.7
1,18296,159.4
1,18392,159.3
1,18390,159.4
1,18294,160.3
1,18389,159.9
1,18484,160.1
1,18485,159.7
1,18293,159.5
1,18291,159.4
1,18290,159.4
1,18387,160
1,18483,159.5
1,18482,160.1
1,18483,160
1,18386,160.2
1,18483,160.1
1,18387,162.5
1,18387,162.7
1,18772,162
1,18482,159.3
1,18384,159.3
1,18480,159.6
1,18479,160.3
1,18285,160.1
1,18671,160.1
1,18476,159.8
1,18477,158.1
1,18479,158.1
1,18576,159.1
1,18479,160
1,18669,160.8
1,18382,161.2
1,18575,161
1,18477,161.4
1,18478,162.7
1,18383,162.9
1,18572,162.6
1,18475,162.6
1,18476,162.2
1,18664,162.2
1,18666,161.9
1,18571,163.2
1,18571,163.4
1,18473,162.1
1,18375,161.1
1,18470,161.1
1,18468,160.3
1,18468,159
1,18568,158.4
1,18565,158.6
1,18567,158.5
1,18372,158.8
1,18373,159.9
1,18372,160.8
1,18562,161.1
1,18566,159.6
1,18370,160.9
1,18371,162.3
1,18273,162.6
1,18369,162.5
1,18463,162.4
1,18370,161.8
1,18560,160.5
1,18559,161.2
1,18460,161.1
1,18556,161.3
1,18462,160.7
1,18748,160.6
1,18555,160.8
1,18556,160.8
1,18553,160.8
1,18360,160.6
1,18647,160.4
1,18459,160.5
1,18458,160.4
1,18553,159.9
1,18456,159.9
1,18649,159.9
1,18457,160.1
1,18552,160.5
1,18648,160.5
1,18550,160.7
1,18359,160.5
1,18452,160.3
1,18544,160
1,18448,160
1,18449,160.1
1,18546,159.7
1,18451,158.6
1,18452,158.6
1,18354,159
1,18356,159.9
1,18354,159.7
1,18351,159.1
1,18352,158.2
1,18641,158.2
1,18542,157.9
1,18541,157.8
1,18447,160.9
1,18541,162
1,18445,162
1,18542,161.8
1,18348,162
1,18252,163.6
1,18540,163.6
1,18542,163.7
1,18635,160.2
1,18541,159.6
1,18540,160.8
1,18731,161.3
1,18347,162.8
1,18442,162.4
1,18439,162.6
1,18536,162.5
1,18343,162.5
1,18344,162
1,18533,161.4
1,18438,161.4
1,18725,161.5
1,18437,161.3
1,18439,162.8
1,18438,163.9
1,18531,163.5
1,18532,163.6
1,18437,163.6
1,18149,163.6
1,18339,162.2
1,18533,161.4
1,18437,161.5
1,18147,161.5
1,18436,159.4
1,18339,159.2
1,18436,160.5
1,18243,160.5
1,18531,161
1,18339,162.2
1,18341,162.4
1,18436,160.5
1,36276,230.9
1,36274,231.1
1,36278,231.2
1,36185,231.1
1,36089,231.2
1,36182,231.9
1,36187,231.7
1,35992,232.3
1,36187,230.9
1,36001,231
1,36195,231.1
1,36001,231.3
1,36102,231
1,36101,231.6
1,36400,231.4
1,36298,231.8
1,36587,231.7
1,36205,231.6
1,36200,231.4
1,36300,231.6
1,36105,232
1,36302,232
1,36300,232.3
1,36401,232.3
1,36305,232.1
1,36115,232.6
1,36309,231
1,36217,230.8
1,36117,230.7
1,36027,233.4
1,36314,233.5
1,36125,233.2
1,36225,231.3
1,36126,231.6
1,36416,231.7
1,36313,230.6
1,36124,230.3
1,36417,229.9
1,36319,229.8
1,35932,232.8
1,36033,233.1
1,35938,231.2
1,36040,229.8
1,36238,229.5
1,36332,232.2
1,36434,232.5
1,36535,232.1
1,36430,232.5
1,36335,232.9
1,36049,232
1,36144,232.5
1,36436,232.9
1,36537,232.6
1,36247,232.7
1,36349,232.8
1,36736,233.1
1,36741,234.7
1,36642,234.7
1,36446,234.1
1,36445,232.6
1,36549,231.7
1,36546,232.3
1,36356,231.6
1,36441,229.8
1,36450,230
1,36355,230.5
1,36546,233
1,36449,233
1,36351,233.3
1,36351,233.2
1,36258,232.3
1,36459,232.3
1,36454,234.1
1,36452,234.1
1,36264,232.9
1,36357,233.2
1,36360,232.8
1,36360,233.2
1,36360,233.1
1,36262,232
1,36166,232.1
1,36171,232.2
1,36172,232.5
1,36271,232.3
1,35980,232.3
1,36076,232.7
1,36272,232.7
1,36074,233.6
1,36370,234.2
1,36178,234.2
1,36084,234.2
1,36081,234.4
1,36084,234.1
1,35993,232.6
1,35988,233.4
1,36091,232.6
1,36185,232.9
1,36287,232.7
1,36387,232.8
1,36384,233.4
1,36195,232.7
1,36094,231.3
1,36097,230.5
1,36104,229.6
1,36297,230.7
1,36106,230.5
1,36298,231.1
1,36296,231.3
1,36199,230.9
1,36389,231
1,36196,230.8
1,36009,230.5
1,36203,230.9
1,36400,229.4
1,36497,231.5
1,36307,233.9
1,36400,235.3
1,36597,235.4
1,36595,235.3
1,36500,235.3
1,36503,236
1,36108,234
1,36406,232.9
1,36310,231.7
1,36314,229.8
1,36409,231.1
1,36504,231
1,36216,230.9
1,36314,232.5
1,36125,235.2
1,36227,235.1
1,36126,234.8
1,36412,234.8
1,36321,234.9
1,36515,235.6
1,36519,235.3
1,36612,235.8
1,36518,236
1,36610,235.6
1,36610,235.2
1,36612,235.5
1,36520,235.8
1,36428,236.3
1,36522,236.7
1,36236,237.1
1,36331,236.7
1,36432,236.7
1,36430,236.5
1,36530,235.8
1,36530,235.8
1,36242,234.4
1,36334,233.9
1,36437,234.3
1,36430,235
1,36239,232.9
1,36331,233.5
1,36243,233.6
1,36243,233.6
1,36050,233.7
1,35953,233.8
1,35859,233.8
1,36056,233.6
1,36252,233.8
1,36251,236.3
1,36157,236.4
1,36155,237.1
1,36258,235.8
1,36255,234.9
1,36158,230.6
1,36253,230.8
1,36451,232.4
1,36352,232.4
1,36066,232.5
1,55831,315.2
1,55830,314.9
1,55929,315.9
1,55835,316.3
1,56049,315.1
1,56149,315.7
1,56156,316.3
1,55764,316.3
1,55957,316.1
1,56060,314.9
1,55671,315.6
1,55767,313.7
1,55664,308.1
1,55669,307.6
1,55482,309.5
1,55874,310.6
1,55878,310.5
1,55977,310.7
1,56181,311.4
1,55692,311.8
1,55795,311.5
1,55993,312.1
1,55900,312.5
1,55809,313.2
1,55715,312.7
1,55613,313.1
1,55424,312.4
1,55422,313
1,55717,313.1
1,55918,313
1,55922,311.9
1,55930,311.3
1,55731,311.6
1,55932,312.2
1,55936,312.4
1,55839,312.6
1,56033,312.3
1,55641,313.2
1,55652,313.3
1,55945,313.3
1,55756,313.8
1,55953,313.9
1,55955,313.8
1,55962,314.7
1,56259,313.5
1,55961,314
1,55969,314.2
1,56254,313.5
1,56171,313.3
1,56071,313.5
1,56072,313.7
1,55784,312.6
1,55879,312.8
1,55879,311.6
1,56093,312.3
1,56093,312.2
1,55900,311.3
1,55906,310.7
1,55703,311.6
1,55713,312.4
1,55714,311.4
1,56010,311.7
1,56108,310.8
1,56013,310.3
1,55913,311.9
1,56014,312.5
1,55915,312.8
1,55919,315.2
1,55734,315.6
1,55927,315.6
1,55930,314.8
1,55927,313.8
1,55934,312.9
1,56032,314.2
1,55840,313.2
1,55747,313.3
1,56148,313.8
1,56055,314.4
1,55868,315.2
1,56060,315
1,56362,315.2
1,55967,315.5
1,56272,314.4
1,55872,314.3
1,56263,314.1
1,56367,313
1,56071,312.8
1,56077,312.3
1,55786,312.6
1,55980,313.1
1,56178,311.9
1,55791,307.5
1,55889,307.5
1,55894,308.3
1,55899,307.8
1,55898,308.3
1,56094,308.6
1,56090,310
1,55905,310.3
1,55899,310.7
1,56093,310.6
1,56197,310.3
1,56200,311.3
1,56104,311.8
1,56105,311.9
1,55911,311.8
1,56215,312.2
1,56219,314.3
1,56410,314.4
1,56020,314.9
1,55736,313.3
1,55934,312.9
1,56036,310
1,56029,310.2
1,56030,310.2
1,56137,313.3
1,56138,313.1
1,55842,314.1
1,56138,314.2
1,55938,314.5
1,56250,314.4
1,55950,313.5
1,56053,313.9
1,55868,314.2
1,55968,314
1,56164,313.4
1,55967,310.8
1,56267,311.4
1,56170,311.5
1,56280,311.1
1,56271,311.5
1,56189,311.6
1,56186,311.8
1,56190,311.8
1,56189,311.9
1,55998,312.4
1,55997,312.8
1,56393,314.4
1,56210,313
1,56204,313.4
1,56109,314.6
1,55911,314.2
1,56105,314.5
1,56112,314.9
1,56208,314.8
1,55916,315
1,55820,313.5
1,56019,313.5
1,56220,314
1,56314,314.4
1,56428,314.2
1,56415,315.2
1,56718,314.7
1,56426,314.7
1,56436,314.5
1,56230,315.1
1,56332,315.1
1,56437,314.8
1,56637,315.4
1,56635,316.7
1,56347,318.3
1,56542,318.5
1,56743,318.5
1,56350,318.8
1,56249,316.7
1,56256,317.1
1,56258,316.1
1,56172,315.9
1,56361,314.5
1,56069,310.7
1,56269,310.1
1,56272,309.9
1,56371,311.5
1,56369,311.6
1,56279,311.8
1,56083,312.6
1,56080,310.9
1,84845,421.4
1,84451,422.3
